"Notes"	"State"	"State Code"	"ICD Chapter"	"ICD Chapter Code"	"Race"	"Race Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	% of Total Deaths
	"Alabama"	"01"	"Neoplasms"	"C00-D48"	"Asian or Pacific Islander"	"A-PI"	"2013"	"2013"	11	46751	23.529 (Unreliable)	0.000%
	"Alabama"	"01"	"Neoplasms"	"C00-D48"	"Asian or Pacific Islander"	"A-PI"	"2014"	"2014"	10	48193	20.750 (Unreliable)	0.000%
	"Alabama"	"01"	"Neoplasms"	"C00-D48"	"Asian or Pacific Islander"	"A-PI"	"2015"	"2015"	11	49662	22.150 (Unreliable)	0.000%
	"Alabama"	"01"	"Neoplasms"	"C00-D48"	"Asian or Pacific Islander"	"A-PI"	"2016"	"2016"	18	51046	35.262 (Unreliable)	0.000%
	"Alabama"	"01"	"Neoplasms"	"C00-D48"	"Black or African American"	"2054-5"	"1999"	"1999"	830	640334	129.620	0.007%
	"Alabama"	"01"	"Neoplasms"	"C00-D48"	"Black or African American"	"2054-5"	"2000"	"2000"	789	647479	121.857	0.007%
	"Alabama"	"01"	"Neoplasms"	"C00-D48"	"Black or African American"	"2054-5"	"2001"	"2001"	870	658989	132.020	0.008%
	"Alabama"	"01"	"Neoplasms"	"C00-D48"	"Black or African American"	"2054-5"	"2002"	"2002"	836	666955	125.346	0.008%
	"Alabama"	"01"	"Neoplasms"	"C00-D48"	"Black or African American"	"2054-5"	"2003"	"2003"	866	676958	127.925	0.008%
	"Alabama"	"01"	"Neoplasms"	"C00-D48"	"Black or African American"	"2054-5"	"2004"	"2004"	813	686474	118.431	0.007%
	"Alabama"	"01"	"Neoplasms"	"C00-D48"	"Black or African American"	"2054-5"	"2005"	"2005"	925	698016	132.518	0.008%
	"Alabama"	"01"	"Neoplasms"	"C00-D48"	"Black or African American"	"2054-5"	"2006"	"2006"	946	713322	132.619	0.009%
	"Alabama"	"01"	"Neoplasms"	"C00-D48"	"Black or African American"	"2054-5"	"2007"	"2007"	979	724592	135.111	0.009%
	"Alabama"	"01"	"Neoplasms"	"C00-D48"	"Black or African American"	"2054-5"	"2008"	"2008"	977	735820	132.777	0.009%
	"Alabama"	"01"	"Neoplasms"	"C00-D48"	"Black or African American"	"2054-5"	"2009"	"2009"	1013	746652	135.672	0.009%
	"Alabama"	"01"	"Neoplasms"	"C00-D48"	"Black or African American"	"2054-5"	"2010"	"2010"	1006	754366	133.357	0.009%
	"Alabama"	"01"	"Neoplasms"	"C00-D48"	"Black or African American"	"2054-5"	"2011"	"2011"	1004	767513	130.812	0.009%
	"Alabama"	"01"	"Neoplasms"	"C00-D48"	"Black or African American"	"2054-5"	"2012"	"2012"	1043	776584	134.306	0.009%
	"Alabama"	"01"	"Neoplasms"	"C00-D48"	"Black or African American"	"2054-5"	"2013"	"2013"	1047	785411	133.306	0.009%
	"Alabama"	"01"	"Neoplasms"	"C00-D48"	"Black or African American"	"2054-5"	"2014"	"2014"	968	791075	122.365	0.009%
	"Alabama"	"01"	"Neoplasms"	"C00-D48"	"Black or African American"	"2054-5"	"2015"	"2015"	1008	794639	126.850	0.009%
	"Alabama"	"01"	"Neoplasms"	"C00-D48"	"Black or African American"	"2054-5"	"2016"	"2016"	950	795149	119.474	0.009%
	"Alabama"	"01"	"Neoplasms"	"C00-D48"	"White"	"2106-3"	"1999"	"1999"	2128	1920671	110.795	0.019%
	"Alabama"	"01"	"Neoplasms"	"C00-D48"	"White"	"2106-3"	"2000"	"2000"	2250	1923701	116.962	0.020%
	"Alabama"	"01"	"Neoplasms"	"C00-D48"	"White"	"2106-3"	"2001"	"2001"	2179	1933268	112.711	0.020%
	"Alabama"	"01"	"Neoplasms"	"C00-D48"	"White"	"2106-3"	"2002"	"2002"	2242	1938795	115.639	0.020%
	"Alabama"	"01"	"Neoplasms"	"C00-D48"	"White"	"2106-3"	"2003"	"2003"	2270	1946707	116.607	0.020%
	"Alabama"	"01"	"Neoplasms"	"C00-D48"	"White"	"2106-3"	"2004"	"2004"	2414	1955820	123.426	0.022%
	"Alabama"	"01"	"Neoplasms"	"C00-D48"	"White"	"2106-3"	"2005"	"2005"	2331	1968476	118.416	0.021%
	"Alabama"	"01"	"Neoplasms"	"C00-D48"	"White"	"2106-3"	"2006"	"2006"	2381	1987640	119.790	0.021%
	"Alabama"	"01"	"Neoplasms"	"C00-D48"	"White"	"2106-3"	"2007"	"2007"	2370	2000591	118.465	0.021%
	"Alabama"	"01"	"Neoplasms"	"C00-D48"	"White"	"2106-3"	"2008"	"2008"	2491	2008947	123.995	0.022%
	"Alabama"	"01"	"Neoplasms"	"C00-D48"	"White"	"2106-3"	"2009"	"2009"	2446	2020305	121.071	0.022%
	"Alabama"	"01"	"Neoplasms"	"C00-D48"	"White"	"2106-3"	"2010"	"2010"	2413	2026603	119.066	0.022%
	"Alabama"	"01"	"Neoplasms"	"C00-D48"	"White"	"2106-3"	"2011"	"2011"	2532	2034698	124.441	0.023%
	"Alabama"	"01"	"Neoplasms"	"C00-D48"	"White"	"2106-3"	"2012"	"2012"	2463	2024401	121.666	0.022%
	"Alabama"	"01"	"Neoplasms"	"C00-D48"	"White"	"2106-3"	"2013"	"2013"	2353	2016119	116.709	0.021%
	"Alabama"	"01"	"Neoplasms"	"C00-D48"	"White"	"2106-3"	"2014"	"2014"	2392	2006701	119.201	0.022%
	"Alabama"	"01"	"Neoplasms"	"C00-D48"	"White"	"2106-3"	"2015"	"2015"	2363	1996040	118.384	0.021%
	"Alabama"	"01"	"Neoplasms"	"C00-D48"	"White"	"2106-3"	"2016"	"2016"	2372	1986491	119.407	0.021%
	"Alabama"	"01"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"Black or African American"	"2054-5"	"1999"	"1999"	55	640334	8.589	0.000%
	"Alabama"	"01"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"Black or African American"	"2054-5"	"2000"	"2000"	55	647479	8.494	0.000%
	"Alabama"	"01"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"Black or African American"	"2054-5"	"2001"	"2001"	48	658989	7.284	0.000%
	"Alabama"	"01"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"Black or African American"	"2054-5"	"2002"	"2002"	56	666955	8.396	0.001%
	"Alabama"	"01"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"Black or African American"	"2054-5"	"2003"	"2003"	51	676958	7.534	0.000%
	"Alabama"	"01"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"Black or African American"	"2054-5"	"2004"	"2004"	54	686474	7.866	0.000%
	"Alabama"	"01"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"Black or African American"	"2054-5"	"2005"	"2005"	49	698016	7.020	0.000%
	"Alabama"	"01"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"Black or African American"	"2054-5"	"2006"	"2006"	50	713322	7.009	0.000%
	"Alabama"	"01"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"Black or African American"	"2054-5"	"2007"	"2007"	39	724592	5.382	0.000%
	"Alabama"	"01"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"Black or African American"	"2054-5"	"2008"	"2008"	50	735820	6.795	0.000%
	"Alabama"	"01"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"Black or African American"	"2054-5"	"2009"	"2009"	58	746652	7.768	0.001%
	"Alabama"	"01"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"Black or African American"	"2054-5"	"2010"	"2010"	42	754366	5.568	0.000%
	"Alabama"	"01"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"Black or African American"	"2054-5"	"2011"	"2011"	58	767513	7.557	0.001%
	"Alabama"	"01"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"Black or African American"	"2054-5"	"2012"	"2012"	60	776584	7.726	0.001%
	"Alabama"	"01"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"Black or African American"	"2054-5"	"2013"	"2013"	59	785411	7.512	0.001%
	"Alabama"	"01"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"Black or African American"	"2054-5"	"2014"	"2014"	47	791075	5.941	0.000%
	"Alabama"	"01"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"Black or African American"	"2054-5"	"2015"	"2015"	45	794639	5.663	0.000%
	"Alabama"	"01"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"Black or African American"	"2054-5"	"2016"	"2016"	45	795149	5.659	0.000%
	"Alabama"	"01"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"White"	"2106-3"	"1999"	"1999"	26	1920671	1.354	0.000%
	"Alabama"	"01"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"White"	"2106-3"	"2000"	"2000"	35	1923701	1.819	0.000%
	"Alabama"	"01"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"White"	"2106-3"	"2001"	"2001"	36	1933268	1.862	0.000%
	"Alabama"	"01"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"White"	"2106-3"	"2002"	"2002"	25	1938795	1.289	0.000%
	"Alabama"	"01"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"White"	"2106-3"	"2003"	"2003"	31	1946707	1.592	0.000%
	"Alabama"	"01"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"White"	"2106-3"	"2004"	"2004"	37	1955820	1.892	0.000%
	"Alabama"	"01"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"White"	"2106-3"	"2005"	"2005"	32	1968476	1.626	0.000%
	"Alabama"	"01"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"White"	"2106-3"	"2006"	"2006"	35	1987640	1.761	0.000%
	"Alabama"	"01"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"White"	"2106-3"	"2007"	"2007"	22	2000591	1.100	0.000%
	"Alabama"	"01"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"White"	"2106-3"	"2008"	"2008"	29	2008947	1.444	0.000%
	"Alabama"	"01"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"White"	"2106-3"	"2009"	"2009"	34	2020305	1.683	0.000%
	"Alabama"	"01"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"White"	"2106-3"	"2010"	"2010"	21	2026603	1.036	0.000%
	"Alabama"	"01"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"White"	"2106-3"	"2011"	"2011"	33	2034698	1.622	0.000%
	"Alabama"	"01"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"White"	"2106-3"	"2012"	"2012"	37	2024401	1.828	0.000%
	"Alabama"	"01"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"White"	"2106-3"	"2013"	"2013"	40	2016119	1.984	0.000%
	"Alabama"	"01"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"White"	"2106-3"	"2014"	"2014"	52	2006701	2.591	0.000%
	"Alabama"	"01"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"White"	"2106-3"	"2015"	"2015"	34	1996040	1.703	0.000%
	"Alabama"	"01"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"White"	"2106-3"	"2016"	"2016"	40	1986491	2.014	0.000%
	"Alabama"	"01"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Black or African American"	"2054-5"	"1999"	"1999"	201	640334	31.390	0.002%
	"Alabama"	"01"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Black or African American"	"2054-5"	"2000"	"2000"	175	647479	27.028	0.002%
	"Alabama"	"01"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Black or African American"	"2054-5"	"2001"	"2001"	207	658989	31.412	0.002%
	"Alabama"	"01"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Black or African American"	"2054-5"	"2002"	"2002"	215	666955	32.236	0.002%
	"Alabama"	"01"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Black or African American"	"2054-5"	"2003"	"2003"	223	676958	32.941	0.002%
	"Alabama"	"01"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Black or African American"	"2054-5"	"2004"	"2004"	247	686474	35.981	0.002%
	"Alabama"	"01"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Black or African American"	"2054-5"	"2005"	"2005"	257	698016	36.819	0.002%
	"Alabama"	"01"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Black or African American"	"2054-5"	"2006"	"2006"	261	713322	36.589	0.002%
	"Alabama"	"01"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Black or African American"	"2054-5"	"2007"	"2007"	250	724592	34.502	0.002%
	"Alabama"	"01"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Black or African American"	"2054-5"	"2008"	"2008"	243	735820	33.024	0.002%
	"Alabama"	"01"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Black or African American"	"2054-5"	"2009"	"2009"	262	746652	35.090	0.002%
	"Alabama"	"01"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Black or African American"	"2054-5"	"2010"	"2010"	249	754366	33.008	0.002%
	"Alabama"	"01"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Black or African American"	"2054-5"	"2011"	"2011"	252	767513	32.833	0.002%
	"Alabama"	"01"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Black or African American"	"2054-5"	"2012"	"2012"	236	776584	30.390	0.002%
	"Alabama"	"01"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Black or African American"	"2054-5"	"2013"	"2013"	268	785411	34.122	0.002%
	"Alabama"	"01"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Black or African American"	"2054-5"	"2014"	"2014"	282	791075	35.648	0.003%
	"Alabama"	"01"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Black or African American"	"2054-5"	"2015"	"2015"	288	794639	36.243	0.003%
	"Alabama"	"01"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"Black or African American"	"2054-5"	"2016"	"2016"	248	795149	31.189	0.002%
	"Alabama"	"01"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"White"	"2106-3"	"1999"	"1999"	243	1920671	12.652	0.002%
	"Alabama"	"01"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"White"	"2106-3"	"2000"	"2000"	271	1923701	14.087	0.002%
	"Alabama"	"01"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"White"	"2106-3"	"2001"	"2001"	283	1933268	14.638	0.003%
	"Alabama"	"01"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"White"	"2106-3"	"2002"	"2002"	309	1938795	15.938	0.003%
	"Alabama"	"01"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"White"	"2106-3"	"2003"	"2003"	294	1946707	15.102	0.003%
	"Alabama"	"01"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"White"	"2106-3"	"2004"	"2004"	326	1955820	16.668	0.003%
	"Alabama"	"01"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"White"	"2106-3"	"2005"	"2005"	339	1968476	17.221	0.003%
	"Alabama"	"01"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"White"	"2106-3"	"2006"	"2006"	345	1987640	17.357	0.003%
	"Alabama"	"01"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"White"	"2106-3"	"2007"	"2007"	313	2000591	15.645	0.003%
	"Alabama"	"01"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"White"	"2106-3"	"2008"	"2008"	367	2008947	18.268	0.003%
	"Alabama"	"01"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"White"	"2106-3"	"2009"	"2009"	301	2020305	14.899	0.003%
	"Alabama"	"01"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"White"	"2106-3"	"2010"	"2010"	335	2026603	16.530	0.003%
	"Alabama"	"01"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"White"	"2106-3"	"2011"	"2011"	336	2034698	16.514	0.003%
	"Alabama"	"01"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"White"	"2106-3"	"2012"	"2012"	371	2024401	18.326	0.003%
	"Alabama"	"01"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"White"	"2106-3"	"2013"	"2013"	411	2016119	20.386	0.004%
	"Alabama"	"01"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"White"	"2106-3"	"2014"	"2014"	399	2006701	19.883	0.004%
	"Alabama"	"01"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"White"	"2106-3"	"2015"	"2015"	391	1996040	19.589	0.004%
	"Alabama"	"01"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"White"	"2106-3"	"2016"	"2016"	366	1986491	18.424	0.003%
	"Alabama"	"01"	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"1999"	"1999"	58	640334	9.058	0.001%
	"Alabama"	"01"	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"2000"	"2000"	38	647479	5.869	0.000%
	"Alabama"	"01"	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"2001"	"2001"	58	658989	8.801	0.001%
	"Alabama"	"01"	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"2002"	"2002"	50	666955	7.497	0.000%
	"Alabama"	"01"	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"2003"	"2003"	45	676958	6.647	0.000%
	"Alabama"	"01"	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"2004"	"2004"	55	686474	8.012	0.000%
	"Alabama"	"01"	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"2005"	"2005"	51	698016	7.306	0.000%
	"Alabama"	"01"	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"2006"	"2006"	64	713322	8.972	0.001%
	"Alabama"	"01"	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"2007"	"2007"	45	724592	6.210	0.000%
	"Alabama"	"01"	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"2008"	"2008"	46	735820	6.252	0.000%
	"Alabama"	"01"	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"2009"	"2009"	43	746652	5.759	0.000%
	"Alabama"	"01"	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"2010"	"2010"	37	754366	4.905	0.000%
	"Alabama"	"01"	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"2011"	"2011"	49	767513	6.384	0.000%
	"Alabama"	"01"	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"2012"	"2012"	41	776584	5.280	0.000%
	"Alabama"	"01"	"Mental and behavioural disorders"	"F01-F99"	"Black or African American"	"2054-5"	"2013"	"2013"	36	785411	4.584	0.000%
