"Notes"	"State"	"State Code"	"ICD Sub-Chapter"	"ICD Sub-Chapter Code"	"Race"	"Race Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"South Dakota"	"46"	"Malignant neoplasms"	"C00-C97"	"American Indian or Alaska Native"	"1002-5"	"2016"	"2016"	38	41855	90.790
	"South Dakota"	"46"	"Malignant neoplasms"	"C00-C97"	"White"	"2106-3"	"1999"	"1999"	364	379685	95.869
	"South Dakota"	"46"	"Malignant neoplasms"	"C00-C97"	"White"	"2106-3"	"2000"	"2000"	325	382327	85.006
	"South Dakota"	"46"	"Malignant neoplasms"	"C00-C97"	"White"	"2106-3"	"2001"	"2001"	332	385394	86.146
	"South Dakota"	"46"	"Malignant neoplasms"	"C00-C97"	"White"	"2106-3"	"2002"	"2002"	338	388741	86.947
	"South Dakota"	"46"	"Malignant neoplasms"	"C00-C97"	"White"	"2106-3"	"2003"	"2003"	365	392251	93.053
	"South Dakota"	"46"	"Malignant neoplasms"	"C00-C97"	"White"	"2106-3"	"2004"	"2004"	327	397514	82.261
	"South Dakota"	"46"	"Malignant neoplasms"	"C00-C97"	"White"	"2106-3"	"2005"	"2005"	430	401428	107.118
	"South Dakota"	"46"	"Malignant neoplasms"	"C00-C97"	"White"	"2106-3"	"2006"	"2006"	346	405690	85.287
	"South Dakota"	"46"	"Malignant neoplasms"	"C00-C97"	"White"	"2106-3"	"2007"	"2007"	387	409801	94.436
	"South Dakota"	"46"	"Malignant neoplasms"	"C00-C97"	"White"	"2106-3"	"2008"	"2008"	351	413172	84.953
	"South Dakota"	"46"	"Malignant neoplasms"	"C00-C97"	"White"	"2106-3"	"2009"	"2009"	363	416413	87.173
	"South Dakota"	"46"	"Malignant neoplasms"	"C00-C97"	"White"	"2106-3"	"2010"	"2010"	379	419193	90.412
	"South Dakota"	"46"	"Malignant neoplasms"	"C00-C97"	"White"	"2106-3"	"2011"	"2011"	368	423179	86.961
	"South Dakota"	"46"	"Malignant neoplasms"	"C00-C97"	"White"	"2106-3"	"2012"	"2012"	376	425701	88.325
	"South Dakota"	"46"	"Malignant neoplasms"	"C00-C97"	"White"	"2106-3"	"2013"	"2013"	377	428109	88.062
	"South Dakota"	"46"	"Malignant neoplasms"	"C00-C97"	"White"	"2106-3"	"2014"	"2014"	406	429023	94.634
	"South Dakota"	"46"	"Malignant neoplasms"	"C00-C97"	"White"	"2106-3"	"2015"	"2015"	395	428267	92.232
	"South Dakota"	"46"	"Malignant neoplasms"	"C00-C97"	"White"	"2106-3"	"2016"	"2016"	356	428084	83.161
	"South Dakota"	"46"	"Diabetes mellitus"	"E10-E14"	"American Indian or Alaska Native"	"1002-5"	"1999"	"1999"	16	28990	55.191 (Unreliable)
	"South Dakota"	"46"	"Diabetes mellitus"	"E10-E14"	"American Indian or Alaska Native"	"1002-5"	"2000"	"2000"	12	30130	39.827 (Unreliable)
	"South Dakota"	"46"	"Diabetes mellitus"	"E10-E14"	"American Indian or Alaska Native"	"1002-5"	"2001"	"2001"	14	31016	45.138 (Unreliable)
	"South Dakota"	"46"	"Diabetes mellitus"	"E10-E14"	"American Indian or Alaska Native"	"1002-5"	"2002"	"2002"	16	31838	50.254 (Unreliable)
	"South Dakota"	"46"	"Diabetes mellitus"	"E10-E14"	"American Indian or Alaska Native"	"1002-5"	"2003"	"2003"	11	32692	33.647 (Unreliable)
	"South Dakota"	"46"	"Diabetes mellitus"	"E10-E14"	"American Indian or Alaska Native"	"1002-5"	"2004"	"2004"	16	33512	47.744 (Unreliable)
	"South Dakota"	"46"	"Diabetes mellitus"	"E10-E14"	"American Indian or Alaska Native"	"1002-5"	"2005"	"2005"	16	34385	46.532 (Unreliable)
	"South Dakota"	"46"	"Diabetes mellitus"	"E10-E14"	"American Indian or Alaska Native"	"1002-5"	"2006"	"2006"	15	35400	42.373 (Unreliable)
	"South Dakota"	"46"	"Diabetes mellitus"	"E10-E14"	"American Indian or Alaska Native"	"1002-5"	"2007"	"2007"	17	36272	46.868 (Unreliable)
	"South Dakota"	"46"	"Diabetes mellitus"	"E10-E14"	"American Indian or Alaska Native"	"1002-5"	"2008"	"2008"	17	37195	45.705 (Unreliable)
	"South Dakota"	"46"	"Diabetes mellitus"	"E10-E14"	"American Indian or Alaska Native"	"1002-5"	"2009"	"2009"	14	38142	36.705 (Unreliable)
	"South Dakota"	"46"	"Diabetes mellitus"	"E10-E14"	"American Indian or Alaska Native"	"1002-5"	"2010"	"2010"	26	39205	66.318
	"South Dakota"	"46"	"Diabetes mellitus"	"E10-E14"	"American Indian or Alaska Native"	"1002-5"	"2011"	"2011"	19	39815	47.721 (Unreliable)
	"South Dakota"	"46"	"Diabetes mellitus"	"E10-E14"	"American Indian or Alaska Native"	"1002-5"	"2012"	"2012"	19	40390	47.041 (Unreliable)
	"South Dakota"	"46"	"Diabetes mellitus"	"E10-E14"	"American Indian or Alaska Native"	"1002-5"	"2013"	"2013"	23	40841	56.316
	"South Dakota"	"46"	"Diabetes mellitus"	"E10-E14"	"American Indian or Alaska Native"	"1002-5"	"2014"	"2014"	24	41214	58.233
	"South Dakota"	"46"	"Diabetes mellitus"	"E10-E14"	"American Indian or Alaska Native"	"1002-5"	"2015"	"2015"	28	41463	67.530
	"South Dakota"	"46"	"Diabetes mellitus"	"E10-E14"	"American Indian or Alaska Native"	"1002-5"	"2016"	"2016"	27	41855	64.508
	"South Dakota"	"46"	"Diabetes mellitus"	"E10-E14"	"White"	"2106-3"	"1999"	"1999"	23	379685	6.058
	"South Dakota"	"46"	"Diabetes mellitus"	"E10-E14"	"White"	"2106-3"	"2000"	"2000"	19	382327	4.970 (Unreliable)
	"South Dakota"	"46"	"Diabetes mellitus"	"E10-E14"	"White"	"2106-3"	"2001"	"2001"	29	385394	7.525
	"South Dakota"	"46"	"Diabetes mellitus"	"E10-E14"	"White"	"2106-3"	"2002"	"2002"	35	388741	9.003
	"South Dakota"	"46"	"Diabetes mellitus"	"E10-E14"	"White"	"2106-3"	"2003"	"2003"	33	392251	8.413
	"South Dakota"	"46"	"Diabetes mellitus"	"E10-E14"	"White"	"2106-3"	"2004"	"2004"	26	397514	6.541
	"South Dakota"	"46"	"Diabetes mellitus"	"E10-E14"	"White"	"2106-3"	"2005"	"2005"	31	401428	7.722
	"South Dakota"	"46"	"Diabetes mellitus"	"E10-E14"	"White"	"2106-3"	"2006"	"2006"	30	405690	7.395
	"South Dakota"	"46"	"Diabetes mellitus"	"E10-E14"	"White"	"2106-3"	"2007"	"2007"	37	409801	9.029
	"South Dakota"	"46"	"Diabetes mellitus"	"E10-E14"	"White"	"2106-3"	"2008"	"2008"	32	413172	7.745
	"South Dakota"	"46"	"Diabetes mellitus"	"E10-E14"	"White"	"2106-3"	"2009"	"2009"	33	416413	7.925
	"South Dakota"	"46"	"Diabetes mellitus"	"E10-E14"	"White"	"2106-3"	"2010"	"2010"	30	419193	7.157
	"South Dakota"	"46"	"Diabetes mellitus"	"E10-E14"	"White"	"2106-3"	"2011"	"2011"	46	423179	10.870
	"South Dakota"	"46"	"Diabetes mellitus"	"E10-E14"	"White"	"2106-3"	"2012"	"2012"	34	425701	7.987
	"South Dakota"	"46"	"Diabetes mellitus"	"E10-E14"	"White"	"2106-3"	"2013"	"2013"	33	428109	7.708
	"South Dakota"	"46"	"Diabetes mellitus"	"E10-E14"	"White"	"2106-3"	"2014"	"2014"	37	429023	8.624
	"South Dakota"	"46"	"Diabetes mellitus"	"E10-E14"	"White"	"2106-3"	"2015"	"2015"	60	428267	14.010
	"South Dakota"	"46"	"Diabetes mellitus"	"E10-E14"	"White"	"2106-3"	"2016"	"2016"	29	428084	6.774
	"South Dakota"	"46"	"Obesity and other hyperalimentation"	"E65-E68"	"White"	"2106-3"	"2016"	"2016"	15	428084	3.504 (Unreliable)
	"South Dakota"	"46"	"Metabolic disorders"	"E70-E88"	"White"	"2106-3"	"2002"	"2002"	10	388741	2.572 (Unreliable)
	"South Dakota"	"46"	"Metabolic disorders"	"E70-E88"	"White"	"2106-3"	"2009"	"2009"	13	416413	3.122 (Unreliable)
	"South Dakota"	"46"	"Metabolic disorders"	"E70-E88"	"White"	"2106-3"	"2010"	"2010"	14	419193	3.340 (Unreliable)
	"South Dakota"	"46"	"Metabolic disorders"	"E70-E88"	"White"	"2106-3"	"2011"	"2011"	13	423179	3.072 (Unreliable)
	"South Dakota"	"46"	"Metabolic disorders"	"E70-E88"	"White"	"2106-3"	"2015"	"2015"	13	428267	3.035 (Unreliable)
	"South Dakota"	"46"	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"American Indian or Alaska Native"	"1002-5"	"2011"	"2011"	10	39815	25.116 (Unreliable)
	"South Dakota"	"46"	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"American Indian or Alaska Native"	"1002-5"	"2014"	"2014"	11	41214	26.690 (Unreliable)
	"South Dakota"	"46"	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"White"	"2106-3"	"2000"	"2000"	10	382327	2.616 (Unreliable)
	"South Dakota"	"46"	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"White"	"2106-3"	"2001"	"2001"	14	385394	3.633 (Unreliable)
	"South Dakota"	"46"	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"White"	"2106-3"	"2004"	"2004"	16	397514	4.025 (Unreliable)
	"South Dakota"	"46"	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"White"	"2106-3"	"2005"	"2005"	13	401428	3.238 (Unreliable)
	"South Dakota"	"46"	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"White"	"2106-3"	"2006"	"2006"	12	405690	2.958 (Unreliable)
	"South Dakota"	"46"	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"White"	"2106-3"	"2008"	"2008"	18	413172	4.357 (Unreliable)
	"South Dakota"	"46"	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"White"	"2106-3"	"2009"	"2009"	16	416413	3.842 (Unreliable)
	"South Dakota"	"46"	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"White"	"2106-3"	"2011"	"2011"	16	423179	3.781 (Unreliable)
	"South Dakota"	"46"	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"White"	"2106-3"	"2012"	"2012"	13	425701	3.054 (Unreliable)
	"South Dakota"	"46"	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"White"	"2106-3"	"2014"	"2014"	13	429023	3.030 (Unreliable)
	"South Dakota"	"46"	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"White"	"2106-3"	"2015"	"2015"	27	428267	6.304
	"South Dakota"	"46"	"Mental and behavioural disorders due to psychoactive substance use"	"F10-F19"	"White"	"2106-3"	"2016"	"2016"	23	428084	5.373
	"South Dakota"	"46"	"Systemic atrophies primarily affecting the central nervous system"	"G10-G14"	"White"	"2106-3"	"2006"	"2006"	11	405690	2.711 (Unreliable)
	"South Dakota"	"46"	"Systemic atrophies primarily affecting the central nervous system"	"G10-G14"	"White"	"2106-3"	"2007"	"2007"	14	409801	3.416 (Unreliable)
	"South Dakota"	"46"	"Systemic atrophies primarily affecting the central nervous system"	"G10-G14"	"White"	"2106-3"	"2009"	"2009"	12	416413	2.882 (Unreliable)
	"South Dakota"	"46"	"Systemic atrophies primarily affecting the central nervous system"	"G10-G14"	"White"	"2106-3"	"2012"	"2012"	10	425701	2.349 (Unreliable)
	"South Dakota"	"46"	"Systemic atrophies primarily affecting the central nervous system"	"G10-G14"	"White"	"2106-3"	"2016"	"2016"	11	428084	2.570 (Unreliable)
	"South Dakota"	"46"	"Other degenerative diseases of the nervous system"	"G30-G31"	"White"	"2106-3"	"2013"	"2013"	10	428109	2.336 (Unreliable)
	"South Dakota"	"46"	"Other degenerative diseases of the nervous system"	"G30-G31"	"White"	"2106-3"	"2014"	"2014"	11	429023	2.564 (Unreliable)
	"South Dakota"	"46"	"Other degenerative diseases of the nervous system"	"G30-G31"	"White"	"2106-3"	"2016"	"2016"	10	428084	2.336 (Unreliable)
	"South Dakota"	"46"	"Demyelinating diseases of the central nervous system"	"G35-G37"	"White"	"2106-3"	"2000"	"2000"	10	382327	2.616 (Unreliable)
	"South Dakota"	"46"	"Demyelinating diseases of the central nervous system"	"G35-G37"	"White"	"2106-3"	"2003"	"2003"	10	392251	2.549 (Unreliable)
	"South Dakota"	"46"	"Demyelinating diseases of the central nervous system"	"G35-G37"	"White"	"2106-3"	"2004"	"2004"	11	397514	2.767 (Unreliable)
	"South Dakota"	"46"	"Demyelinating diseases of the central nervous system"	"G35-G37"	"White"	"2106-3"	"2011"	"2011"	11	423179	2.599 (Unreliable)
	"South Dakota"	"46"	"Demyelinating diseases of the central nervous system"	"G35-G37"	"White"	"2106-3"	"2014"	"2014"	10	429023	2.331 (Unreliable)
	"South Dakota"	"46"	"Hypertensive diseases"	"I10-I15"	"White"	"2106-3"	"2008"	"2008"	11	413172	2.662 (Unreliable)
	"South Dakota"	"46"	"Hypertensive diseases"	"I10-I15"	"White"	"2106-3"	"2011"	"2011"	15	423179	3.545 (Unreliable)
	"South Dakota"	"46"	"Hypertensive diseases"	"I10-I15"	"White"	"2106-3"	"2012"	"2012"	22	425701	5.168
	"South Dakota"	"46"	"Hypertensive diseases"	"I10-I15"	"White"	"2106-3"	"2013"	"2013"	16	428109	3.737 (Unreliable)
	"South Dakota"	"46"	"Hypertensive diseases"	"I10-I15"	"White"	"2106-3"	"2014"	"2014"	26	429023	6.060
	"South Dakota"	"46"	"Hypertensive diseases"	"I10-I15"	"White"	"2106-3"	"2015"	"2015"	32	428267	7.472
	"South Dakota"	"46"	"Hypertensive diseases"	"I10-I15"	"White"	"2106-3"	"2016"	"2016"	29	428084	6.774
	"South Dakota"	"46"	"Ischaemic heart diseases"	"I20-I25"	"American Indian or Alaska Native"	"1002-5"	"1999"	"1999"	16	28990	55.191 (Unreliable)
	"South Dakota"	"46"	"Ischaemic heart diseases"	"I20-I25"	"American Indian or Alaska Native"	"1002-5"	"2000"	"2000"	23	30130	76.336
	"South Dakota"	"46"	"Ischaemic heart diseases"	"I20-I25"	"American Indian or Alaska Native"	"1002-5"	"2001"	"2001"	34	31016	109.621
	"South Dakota"	"46"	"Ischaemic heart diseases"	"I20-I25"	"American Indian or Alaska Native"	"1002-5"	"2002"	"2002"	18	31838	56.536 (Unreliable)
	"South Dakota"	"46"	"Ischaemic heart diseases"	"I20-I25"	"American Indian or Alaska Native"	"1002-5"	"2003"	"2003"	35	32692	107.060
	"South Dakota"	"46"	"Ischaemic heart diseases"	"I20-I25"	"American Indian or Alaska Native"	"1002-5"	"2004"	"2004"	27	33512	80.568
	"South Dakota"	"46"	"Ischaemic heart diseases"	"I20-I25"	"American Indian or Alaska Native"	"1002-5"	"2005"	"2005"	29	34385	84.339
	"South Dakota"	"46"	"Ischaemic heart diseases"	"I20-I25"	"American Indian or Alaska Native"	"1002-5"	"2006"	"2006"	29	35400	81.921
	"South Dakota"	"46"	"Ischaemic heart diseases"	"I20-I25"	"American Indian or Alaska Native"	"1002-5"	"2007"	"2007"	28	36272	77.195
	"South Dakota"	"46"	"Ischaemic heart diseases"	"I20-I25"	"American Indian or Alaska Native"	"1002-5"	"2008"	"2008"	14	37195	37.639 (Unreliable)
	"South Dakota"	"46"	"Ischaemic heart diseases"	"I20-I25"	"American Indian or Alaska Native"	"1002-5"	"2009"	"2009"	28	38142	73.410
	"South Dakota"	"46"	"Ischaemic heart diseases"	"I20-I25"	"American Indian or Alaska Native"	"1002-5"	"2010"	"2010"	35	39205	89.274
	"South Dakota"	"46"	"Ischaemic heart diseases"	"I20-I25"	"American Indian or Alaska Native"	"1002-5"	"2011"	"2011"	34	39815	85.395
	"South Dakota"	"46"	"Ischaemic heart diseases"	"I20-I25"	"American Indian or Alaska Native"	"1002-5"	"2012"	"2012"	29	40390	71.800
	"South Dakota"	"46"	"Ischaemic heart diseases"	"I20-I25"	"American Indian or Alaska Native"	"1002-5"	"2013"	"2013"	29	40841	71.007
	"South Dakota"	"46"	"Ischaemic heart diseases"	"I20-I25"	"American Indian or Alaska Native"	"1002-5"	"2014"	"2014"	19	41214	46.101 (Unreliable)
	"South Dakota"	"46"	"Ischaemic heart diseases"	"I20-I25"	"American Indian or Alaska Native"	"1002-5"	"2015"	"2015"	32	41463	77.177
	"South Dakota"	"46"	"Ischaemic heart diseases"	"I20-I25"	"American Indian or Alaska Native"	"1002-5"	"2016"	"2016"	29	41855	69.287
	"South Dakota"	"46"	"Ischaemic heart diseases"	"I20-I25"	"White"	"2106-3"	"1999"	"1999"	177	379685	46.618
	"South Dakota"	"46"	"Ischaemic heart diseases"	"I20-I25"	"White"	"2106-3"	"2000"	"2000"	168	382327	43.941
	"South Dakota"	"46"	"Ischaemic heart diseases"	"I20-I25"	"White"	"2106-3"	"2001"	"2001"	160	385394	41.516
	"South Dakota"	"46"	"Ischaemic heart diseases"	"I20-I25"	"White"	"2106-3"	"2002"	"2002"	154	388741	39.615
	"South Dakota"	"46"	"Ischaemic heart diseases"	"I20-I25"	"White"	"2106-3"	"2003"	"2003"	174	392251	44.359
	"South Dakota"	"46"	"Ischaemic heart diseases"	"I20-I25"	"White"	"2106-3"	"2004"	"2004"	162	397514	40.753
	"South Dakota"	"46"	"Ischaemic heart diseases"	"I20-I25"	"White"	"2106-3"	"2005"	"2005"	172	401428	42.847
	"South Dakota"	"46"	"Ischaemic heart diseases"	"I20-I25"	"White"	"2106-3"	"2006"	"2006"	202	405690	49.792
	"South Dakota"	"46"	"Ischaemic heart diseases"	"I20-I25"	"White"	"2106-3"	"2007"	"2007"	153	409801	37.335
	"South Dakota"	"46"	"Ischaemic heart diseases"	"I20-I25"	"White"	"2106-3"	"2008"	"2008"	169	413172	40.903
	"South Dakota"	"46"	"Ischaemic heart diseases"	"I20-I25"	"White"	"2106-3"	"2009"	"2009"	179	416413	42.986
	"South Dakota"	"46"	"Ischaemic heart diseases"	"I20-I25"	"White"	"2106-3"	"2010"	"2010"	171	419193	40.793
	"South Dakota"	"46"	"Ischaemic heart diseases"	"I20-I25"	"White"	"2106-3"	"2011"	"2011"	160	423179	37.809
	"South Dakota"	"46"	"Ischaemic heart diseases"	"I20-I25"	"White"	"2106-3"	"2012"	"2012"	181	425701	42.518
	"South Dakota"	"46"	"Ischaemic heart diseases"	"I20-I25"	"White"	"2106-3"	"2013"	"2013"	169	428109	39.476
	"South Dakota"	"46"	"Ischaemic heart diseases"	"I20-I25"	"White"	"2106-3"	"2014"	"2014"	205	429023	47.783
	"South Dakota"	"46"	"Ischaemic heart diseases"	"I20-I25"	"White"	"2106-3"	"2015"	"2015"	163	428267	38.060
	"South Dakota"	"46"	"Ischaemic heart diseases"	"I20-I25"	"White"	"2106-3"	"2016"	"2016"	183	428084	42.749
	"South Dakota"	"46"	"Pulmonary heart disease and diseases of pulmonary circulation"	"I26-I28"	"White"	"2106-3"	"2001"	"2001"	16	385394	4.152 (Unreliable)
	"South Dakota"	"46"	"Pulmonary heart disease and diseases of pulmonary circulation"	"I26-I28"	"White"	"2106-3"	"2002"	"2002"	11	388741	2.830 (Unreliable)
	"South Dakota"	"46"	"Pulmonary heart disease and diseases of pulmonary circulation"	"I26-I28"	"White"	"2106-3"	"2005"	"2005"	14	401428	3.488 (Unreliable)
	"South Dakota"	"46"	"Pulmonary heart disease and diseases of pulmonary circulation"	"I26-I28"	"White"	"2106-3"	"2009"	"2009"	12	416413	2.882 (Unreliable)
	"South Dakota"	"46"	"Pulmonary heart disease and diseases of pulmonary circulation"	"I26-I28"	"White"	"2106-3"	"2010"	"2010"	12	419193	2.863 (Unreliable)
	"South Dakota"	"46"	"Pulmonary heart disease and diseases of pulmonary circulation"	"I26-I28"	"White"	"2106-3"	"2012"	"2012"	12	425701	2.819 (Unreliable)
	"South Dakota"	"46"	"Pulmonary heart disease and diseases of pulmonary circulation"	"I26-I28"	"White"	"2106-3"	"2013"	"2013"	13	428109	3.037 (Unreliable)
	"South Dakota"	"46"	"Pulmonary heart disease and diseases of pulmonary circulation"	"I26-I28"	"White"	"2106-3"	"2014"	"2014"	12	429023	2.797 (Unreliable)
	"South Dakota"	"46"	"Pulmonary heart disease and diseases of pulmonary circulation"	"I26-I28"	"White"	"2106-3"	"2015"	"2015"	10	428267	2.335 (Unreliable)
	"South Dakota"	"46"	"Pulmonary heart disease and diseases of pulmonary circulation"	"I26-I28"	"White"	"2106-3"	"2016"	"2016"	15	428084	3.504 (Unreliable)
	"South Dakota"	"46"	"Other forms of heart disease"	"I30-I51"	"American Indian or Alaska Native"	"1002-5"	"1999"	"1999"	10	28990	34.495 (Unreliable)
	"South Dakota"	"46"	"Other forms of heart disease"	"I30-I51"	"American Indian or Alaska Native"	"1002-5"	"2000"	"2000"	11	30130	36.508 (Unreliable)
	"South Dakota"	"46"	"Other forms of heart disease"	"I30-I51"	"American Indian or Alaska Native"	"1002-5"	"2001"	"2001"	14	31016	45.138 (Unreliable)
	"South Dakota"	"46"	"Other forms of heart disease"	"I30-I51"	"American Indian or Alaska Native"	"1002-5"	"2002"	"2002"	17	31838	53.395 (Unreliable)
	"South Dakota"	"46"	"Other forms of heart disease"	"I30-I51"	"American Indian or Alaska Native"	"1002-5"	"2003"	"2003"	14	32692	42.824 (Unreliable)
	"South Dakota"	"46"	"Other forms of heart disease"	"I30-I51"	"American Indian or Alaska Native"	"1002-5"	"2008"	"2008"	10	37195	26.885 (Unreliable)
	"South Dakota"	"46"	"Other forms of heart disease"	"I30-I51"	"American Indian or Alaska Native"	"1002-5"	"2011"	"2011"	13	39815	32.651 (Unreliable)
	"South Dakota"	"46"	"Other forms of heart disease"	"I30-I51"	"American Indian or Alaska Native"	"1002-5"	"2012"	"2012"	10	40390	24.759 (Unreliable)
	"South Dakota"	"46"	"Other forms of heart disease"	"I30-I51"	"American Indian or Alaska Native"	"1002-5"	"2014"	"2014"	10	41214	24.264 (Unreliable)
	"South Dakota"	"46"	"Other forms of heart disease"	"I30-I51"	"American Indian or Alaska Native"	"1002-5"	"2015"	"2015"	14	41463	33.765 (Unreliable)
	"South Dakota"	"46"	"Other forms of heart disease"	"I30-I51"	"American Indian or Alaska Native"	"1002-5"	"2016"	"2016"	11	41855	26.281 (Unreliable)
	"South Dakota"	"46"	"Other forms of heart disease"	"I30-I51"	"White"	"2106-3"	"1999"	"1999"	40	379685	10.535
	"South Dakota"	"46"	"Other forms of heart disease"	"I30-I51"	"White"	"2106-3"	"2000"	"2000"	44	382327	11.508
	"South Dakota"	"46"	"Other forms of heart disease"	"I30-I51"	"White"	"2106-3"	"2001"	"2001"	46	385394	11.936
	"South Dakota"	"46"	"Other forms of heart disease"	"I30-I51"	"White"	"2106-3"	"2002"	"2002"	67	388741	17.235
	"South Dakota"	"46"	"Other forms of heart disease"	"I30-I51"	"White"	"2106-3"	"2003"	"2003"	54	392251	13.767
	"South Dakota"	"46"	"Other forms of heart disease"	"I30-I51"	"White"	"2106-3"	"2004"	"2004"	29	397514	7.295
	"South Dakota"	"46"	"Other forms of heart disease"	"I30-I51"	"White"	"2106-3"	"2005"	"2005"	26	401428	6.477
	"South Dakota"	"46"	"Other forms of heart disease"	"I30-I51"	"White"	"2106-3"	"2006"	"2006"	30	405690	7.395
	"South Dakota"	"46"	"Other forms of heart disease"	"I30-I51"	"White"	"2106-3"	"2007"	"2007"	24	409801	5.857
	"South Dakota"	"46"	"Other forms of heart disease"	"I30-I51"	"White"	"2106-3"	"2008"	"2008"	46	413172	11.133
