"Notes"	"State"	"State Code"	"ICD Sub-Chapter"	"ICD Sub-Chapter Code"	"Race"	"Race Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Kentucky"	"21"	"Other bacterial diseases"	"A30-A49"	"Black or African American"	"2054-5"	"2003"	"2003"	28	183677	15.244
	"Kentucky"	"21"	"Other bacterial diseases"	"A30-A49"	"Black or African American"	"2054-5"	"2004"	"2004"	17	189074	8.991 (Unreliable)
	"Kentucky"	"21"	"Other bacterial diseases"	"A30-A49"	"Black or African American"	"2054-5"	"2005"	"2005"	19	192578	9.866 (Unreliable)
	"Kentucky"	"21"	"Other bacterial diseases"	"A30-A49"	"Black or African American"	"2054-5"	"2006"	"2006"	19	195495	9.719 (Unreliable)
	"Kentucky"	"21"	"Other bacterial diseases"	"A30-A49"	"Black or African American"	"2054-5"	"2007"	"2007"	19	200257	9.488 (Unreliable)
	"Kentucky"	"21"	"Other bacterial diseases"	"A30-A49"	"Black or African American"	"2054-5"	"2008"	"2008"	18	202328	8.896 (Unreliable)
	"Kentucky"	"21"	"Other bacterial diseases"	"A30-A49"	"Black or African American"	"2054-5"	"2009"	"2009"	35	207602	16.859
	"Kentucky"	"21"	"Other bacterial diseases"	"A30-A49"	"Black or African American"	"2054-5"	"2010"	"2010"	21	210896	9.958
	"Kentucky"	"21"	"Other bacterial diseases"	"A30-A49"	"Black or African American"	"2054-5"	"2011"	"2011"	22	216656	10.154
	"Kentucky"	"21"	"Other bacterial diseases"	"A30-A49"	"Black or African American"	"2054-5"	"2012"	"2012"	14	220307	6.355 (Unreliable)
	"Kentucky"	"21"	"Other bacterial diseases"	"A30-A49"	"Black or African American"	"2054-5"	"2013"	"2013"	31	224143	13.830
	"Kentucky"	"21"	"Other bacterial diseases"	"A30-A49"	"Black or African American"	"2054-5"	"2014"	"2014"	26	226145	11.497
	"Kentucky"	"21"	"Other bacterial diseases"	"A30-A49"	"Black or African American"	"2054-5"	"2015"	"2015"	27	228099	11.837
	"Kentucky"	"21"	"Other bacterial diseases"	"A30-A49"	"Black or African American"	"2054-5"	"2016"	"2016"	28	229942	12.177
	"Kentucky"	"21"	"Other bacterial diseases"	"A30-A49"	"White"	"2106-3"	"1999"	"1999"	100	2204222	4.537
	"Kentucky"	"21"	"Other bacterial diseases"	"A30-A49"	"White"	"2106-3"	"2000"	"2000"	103	2220370	4.639
	"Kentucky"	"21"	"Other bacterial diseases"	"A30-A49"	"White"	"2106-3"	"2001"	"2001"	107	2242222	4.772
	"Kentucky"	"21"	"Other bacterial diseases"	"A30-A49"	"White"	"2106-3"	"2002"	"2002"	114	2257769	5.049
	"Kentucky"	"21"	"Other bacterial diseases"	"A30-A49"	"White"	"2106-3"	"2003"	"2003"	110	2272831	4.840
	"Kentucky"	"21"	"Other bacterial diseases"	"A30-A49"	"White"	"2106-3"	"2004"	"2004"	136	2288863	5.942
	"Kentucky"	"21"	"Other bacterial diseases"	"A30-A49"	"White"	"2106-3"	"2005"	"2005"	111	2305360	4.815
	"Kentucky"	"21"	"Other bacterial diseases"	"A30-A49"	"White"	"2106-3"	"2006"	"2006"	124	2320176	5.344
	"Kentucky"	"21"	"Other bacterial diseases"	"A30-A49"	"White"	"2106-3"	"2007"	"2007"	146	2334535	6.254
	"Kentucky"	"21"	"Other bacterial diseases"	"A30-A49"	"White"	"2106-3"	"2008"	"2008"	146	2342007	6.234
	"Kentucky"	"21"	"Other bacterial diseases"	"A30-A49"	"White"	"2106-3"	"2009"	"2009"	184	2351041	7.826
	"Kentucky"	"21"	"Other bacterial diseases"	"A30-A49"	"White"	"2106-3"	"2010"	"2010"	174	2359246	7.375
	"Kentucky"	"21"	"Other bacterial diseases"	"A30-A49"	"White"	"2106-3"	"2011"	"2011"	190	2375083	8.000
	"Kentucky"	"21"	"Other bacterial diseases"	"A30-A49"	"White"	"2106-3"	"2012"	"2012"	186	2367209	7.857
	"Kentucky"	"21"	"Other bacterial diseases"	"A30-A49"	"White"	"2106-3"	"2013"	"2013"	181	2360672	7.667
	"Kentucky"	"21"	"Other bacterial diseases"	"A30-A49"	"White"	"2106-3"	"2014"	"2014"	195	2352557	8.289
	"Kentucky"	"21"	"Other bacterial diseases"	"A30-A49"	"White"	"2106-3"	"2015"	"2015"	217	2344301	9.256
	"Kentucky"	"21"	"Other bacterial diseases"	"A30-A49"	"White"	"2106-3"	"2016"	"2016"	232	2335397	9.934
	"Kentucky"	"21"	"Viral hepatitis"	"B15-B19"	"Black or African American"	"2054-5"	"2009"	"2009"	11	207602	5.299 (Unreliable)
	"Kentucky"	"21"	"Viral hepatitis"	"B15-B19"	"Black or African American"	"2054-5"	"2011"	"2011"	13	216656	6.000 (Unreliable)
	"Kentucky"	"21"	"Viral hepatitis"	"B15-B19"	"Black or African American"	"2054-5"	"2013"	"2013"	11	224143	4.908 (Unreliable)
	"Kentucky"	"21"	"Viral hepatitis"	"B15-B19"	"White"	"2106-3"	"1999"	"1999"	33	2204222	1.497
	"Kentucky"	"21"	"Viral hepatitis"	"B15-B19"	"White"	"2106-3"	"2000"	"2000"	32	2220370	1.441
	"Kentucky"	"21"	"Viral hepatitis"	"B15-B19"	"White"	"2106-3"	"2001"	"2001"	39	2242222	1.739
	"Kentucky"	"21"	"Viral hepatitis"	"B15-B19"	"White"	"2106-3"	"2002"	"2002"	34	2257769	1.506
	"Kentucky"	"21"	"Viral hepatitis"	"B15-B19"	"White"	"2106-3"	"2003"	"2003"	48	2272831	2.112
	"Kentucky"	"21"	"Viral hepatitis"	"B15-B19"	"White"	"2106-3"	"2004"	"2004"	56	2288863	2.447
	"Kentucky"	"21"	"Viral hepatitis"	"B15-B19"	"White"	"2106-3"	"2005"	"2005"	52	2305360	2.256
	"Kentucky"	"21"	"Viral hepatitis"	"B15-B19"	"White"	"2106-3"	"2006"	"2006"	59	2320176	2.543
	"Kentucky"	"21"	"Viral hepatitis"	"B15-B19"	"White"	"2106-3"	"2007"	"2007"	65	2334535	2.784
	"Kentucky"	"21"	"Viral hepatitis"	"B15-B19"	"White"	"2106-3"	"2008"	"2008"	81	2342007	3.459
	"Kentucky"	"21"	"Viral hepatitis"	"B15-B19"	"White"	"2106-3"	"2009"	"2009"	67	2351041	2.850
	"Kentucky"	"21"	"Viral hepatitis"	"B15-B19"	"White"	"2106-3"	"2010"	"2010"	67	2359246	2.840
	"Kentucky"	"21"	"Viral hepatitis"	"B15-B19"	"White"	"2106-3"	"2011"	"2011"	65	2375083	2.737
	"Kentucky"	"21"	"Viral hepatitis"	"B15-B19"	"White"	"2106-3"	"2012"	"2012"	79	2367209	3.337
	"Kentucky"	"21"	"Viral hepatitis"	"B15-B19"	"White"	"2106-3"	"2013"	"2013"	81	2360672	3.431
	"Kentucky"	"21"	"Viral hepatitis"	"B15-B19"	"White"	"2106-3"	"2014"	"2014"	84	2352557	3.571
	"Kentucky"	"21"	"Viral hepatitis"	"B15-B19"	"White"	"2106-3"	"2015"	"2015"	80	2344301	3.413
	"Kentucky"	"21"	"Viral hepatitis"	"B15-B19"	"White"	"2106-3"	"2016"	"2016"	68	2335397	2.912
	"Kentucky"	"21"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"Black or African American"	"2054-5"	"1999"	"1999"	30	169750	17.673
	"Kentucky"	"21"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"Black or African American"	"2054-5"	"2000"	"2000"	21	172419	12.180
	"Kentucky"	"21"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"Black or African American"	"2054-5"	"2001"	"2001"	40	177895	22.485
	"Kentucky"	"21"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"Black or African American"	"2054-5"	"2002"	"2002"	39	181222	21.521
	"Kentucky"	"21"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"Black or African American"	"2054-5"	"2003"	"2003"	27	183677	14.700
	"Kentucky"	"21"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"Black or African American"	"2054-5"	"2004"	"2004"	27	189074	14.280
	"Kentucky"	"21"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"Black or African American"	"2054-5"	"2005"	"2005"	24	192578	12.462
	"Kentucky"	"21"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"Black or African American"	"2054-5"	"2006"	"2006"	35	195495	17.903
	"Kentucky"	"21"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"Black or African American"	"2054-5"	"2007"	"2007"	20	200257	9.987
	"Kentucky"	"21"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"Black or African American"	"2054-5"	"2008"	"2008"	30	202328	14.827
	"Kentucky"	"21"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"Black or African American"	"2054-5"	"2009"	"2009"	22	207602	10.597
	"Kentucky"	"21"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"Black or African American"	"2054-5"	"2010"	"2010"	24	210896	11.380
	"Kentucky"	"21"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"Black or African American"	"2054-5"	"2011"	"2011"	19	216656	8.770 (Unreliable)
	"Kentucky"	"21"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"Black or African American"	"2054-5"	"2012"	"2012"	21	220307	9.532
	"Kentucky"	"21"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"Black or African American"	"2054-5"	"2013"	"2013"	16	224143	7.138 (Unreliable)
	"Kentucky"	"21"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"Black or African American"	"2054-5"	"2014"	"2014"	12	226145	5.306 (Unreliable)
	"Kentucky"	"21"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"Black or African American"	"2054-5"	"2015"	"2015"	14	228099	6.138 (Unreliable)
	"Kentucky"	"21"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"Black or African American"	"2054-5"	"2016"	"2016"	17	229942	7.393 (Unreliable)
	"Kentucky"	"21"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"White"	"2106-3"	"1999"	"1999"	45	2204222	2.042
	"Kentucky"	"21"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"White"	"2106-3"	"2000"	"2000"	41	2220370	1.847
	"Kentucky"	"21"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"White"	"2106-3"	"2001"	"2001"	49	2242222	2.185
	"Kentucky"	"21"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"White"	"2106-3"	"2002"	"2002"	59	2257769	2.613
	"Kentucky"	"21"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"White"	"2106-3"	"2003"	"2003"	39	2272831	1.716
	"Kentucky"	"21"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"White"	"2106-3"	"2004"	"2004"	39	2288863	1.704
	"Kentucky"	"21"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"White"	"2106-3"	"2005"	"2005"	38	2305360	1.648
	"Kentucky"	"21"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"White"	"2106-3"	"2006"	"2006"	40	2320176	1.724
	"Kentucky"	"21"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"White"	"2106-3"	"2007"	"2007"	32	2334535	1.371
	"Kentucky"	"21"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"White"	"2106-3"	"2008"	"2008"	46	2342007	1.964
	"Kentucky"	"21"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"White"	"2106-3"	"2009"	"2009"	34	2351041	1.446
	"Kentucky"	"21"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"White"	"2106-3"	"2010"	"2010"	29	2359246	1.229
	"Kentucky"	"21"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"White"	"2106-3"	"2011"	"2011"	24	2375083	1.010
	"Kentucky"	"21"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"White"	"2106-3"	"2012"	"2012"	25	2367209	1.056
	"Kentucky"	"21"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"White"	"2106-3"	"2013"	"2013"	30	2360672	1.271
	"Kentucky"	"21"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"White"	"2106-3"	"2014"	"2014"	35	2352557	1.488
	"Kentucky"	"21"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"White"	"2106-3"	"2015"	"2015"	26	2344301	1.109
	"Kentucky"	"21"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"White"	"2106-3"	"2016"	"2016"	26	2335397	1.113
	"Kentucky"	"21"	"Mycoses"	"B35-B49"	"White"	"2106-3"	"1999"	"1999"	14	2204222	0.635 (Unreliable)
	"Kentucky"	"21"	"Mycoses"	"B35-B49"	"White"	"2106-3"	"2011"	"2011"	13	2375083	0.547 (Unreliable)
	"Kentucky"	"21"	"Mycoses"	"B35-B49"	"White"	"2106-3"	"2013"	"2013"	10	2360672	0.424 (Unreliable)
	"Kentucky"	"21"	"Mycoses"	"B35-B49"	"White"	"2106-3"	"2014"	"2014"	14	2352557	0.595 (Unreliable)
	"Kentucky"	"21"	"Mycoses"	"B35-B49"	"White"	"2106-3"	"2015"	"2015"	12	2344301	0.512 (Unreliable)
	"Kentucky"	"21"	"Sequelae of infectious and parasitic diseases"	"B90-B94"	"White"	"2106-3"	"2002"	"2002"	13	2257769	0.576 (Unreliable)
	"Kentucky"	"21"	"Sequelae of infectious and parasitic diseases"	"B90-B94"	"White"	"2106-3"	"2003"	"2003"	12	2272831	0.528 (Unreliable)
	"Kentucky"	"21"	"Sequelae of infectious and parasitic diseases"	"B90-B94"	"White"	"2106-3"	"2004"	"2004"	19	2288863	0.830 (Unreliable)
	"Kentucky"	"21"	"Sequelae of infectious and parasitic diseases"	"B90-B94"	"White"	"2106-3"	"2005"	"2005"	18	2305360	0.781 (Unreliable)
	"Kentucky"	"21"	"Malignant neoplasms"	"C00-C97"	"Asian or Pacific Islander"	"A-PI"	"2001"	"2001"	11	24546	44.814 (Unreliable)
	"Kentucky"	"21"	"Malignant neoplasms"	"C00-C97"	"Asian or Pacific Islander"	"A-PI"	"2002"	"2002"	10	26026	38.423 (Unreliable)
	"Kentucky"	"21"	"Malignant neoplasms"	"C00-C97"	"Asian or Pacific Islander"	"A-PI"	"2003"	"2003"	15	27357	54.831 (Unreliable)
	"Kentucky"	"21"	"Malignant neoplasms"	"C00-C97"	"Asian or Pacific Islander"	"A-PI"	"2005"	"2005"	12	30451	39.408 (Unreliable)
	"Kentucky"	"21"	"Malignant neoplasms"	"C00-C97"	"Asian or Pacific Islander"	"A-PI"	"2006"	"2006"	13	31774	40.914 (Unreliable)
	"Kentucky"	"21"	"Malignant neoplasms"	"C00-C97"	"Asian or Pacific Islander"	"A-PI"	"2010"	"2010"	10	36404	27.470 (Unreliable)
	"Kentucky"	"21"	"Malignant neoplasms"	"C00-C97"	"Asian or Pacific Islander"	"A-PI"	"2011"	"2011"	11	38599	28.498 (Unreliable)
	"Kentucky"	"21"	"Malignant neoplasms"	"C00-C97"	"Asian or Pacific Islander"	"A-PI"	"2012"	"2012"	10	40390	24.759 (Unreliable)
	"Kentucky"	"21"	"Malignant neoplasms"	"C00-C97"	"Asian or Pacific Islander"	"A-PI"	"2013"	"2013"	11	41802	26.315 (Unreliable)
	"Kentucky"	"21"	"Malignant neoplasms"	"C00-C97"	"Asian or Pacific Islander"	"A-PI"	"2014"	"2014"	18	43425	41.451 (Unreliable)
	"Kentucky"	"21"	"Malignant neoplasms"	"C00-C97"	"Asian or Pacific Islander"	"A-PI"	"2015"	"2015"	11	45460	24.197 (Unreliable)
	"Kentucky"	"21"	"Malignant neoplasms"	"C00-C97"	"Asian or Pacific Islander"	"A-PI"	"2016"	"2016"	21	47266	44.429
	"Kentucky"	"21"	"Malignant neoplasms"	"C00-C97"	"Black or African American"	"2054-5"	"1999"	"1999"	224	169750	131.959
	"Kentucky"	"21"	"Malignant neoplasms"	"C00-C97"	"Black or African American"	"2054-5"	"2000"	"2000"	215	172419	124.696
	"Kentucky"	"21"	"Malignant neoplasms"	"C00-C97"	"Black or African American"	"2054-5"	"2001"	"2001"	200	177895	112.426
	"Kentucky"	"21"	"Malignant neoplasms"	"C00-C97"	"Black or African American"	"2054-5"	"2002"	"2002"	227	181222	125.261
	"Kentucky"	"21"	"Malignant neoplasms"	"C00-C97"	"Black or African American"	"2054-5"	"2003"	"2003"	242	183677	131.753
	"Kentucky"	"21"	"Malignant neoplasms"	"C00-C97"	"Black or African American"	"2054-5"	"2004"	"2004"	214	189074	113.183
	"Kentucky"	"21"	"Malignant neoplasms"	"C00-C97"	"Black or African American"	"2054-5"	"2005"	"2005"	221	192578	114.759
	"Kentucky"	"21"	"Malignant neoplasms"	"C00-C97"	"Black or African American"	"2054-5"	"2006"	"2006"	223	195495	114.069
	"Kentucky"	"21"	"Malignant neoplasms"	"C00-C97"	"Black or African American"	"2054-5"	"2007"	"2007"	209	200257	104.366
	"Kentucky"	"21"	"Malignant neoplasms"	"C00-C97"	"Black or African American"	"2054-5"	"2008"	"2008"	239	202328	118.125
	"Kentucky"	"21"	"Malignant neoplasms"	"C00-C97"	"Black or African American"	"2054-5"	"2009"	"2009"	282	207602	135.837
	"Kentucky"	"21"	"Malignant neoplasms"	"C00-C97"	"Black or African American"	"2054-5"	"2010"	"2010"	266	210896	126.129
	"Kentucky"	"21"	"Malignant neoplasms"	"C00-C97"	"Black or African American"	"2054-5"	"2011"	"2011"	245	216656	113.082
	"Kentucky"	"21"	"Malignant neoplasms"	"C00-C97"	"Black or African American"	"2054-5"	"2012"	"2012"	248	220307	112.570
	"Kentucky"	"21"	"Malignant neoplasms"	"C00-C97"	"Black or African American"	"2054-5"	"2013"	"2013"	265	224143	118.228
	"Kentucky"	"21"	"Malignant neoplasms"	"C00-C97"	"Black or African American"	"2054-5"	"2014"	"2014"	271	226145	119.835
	"Kentucky"	"21"	"Malignant neoplasms"	"C00-C97"	"Black or African American"	"2054-5"	"2015"	"2015"	261	228099	114.424
	"Kentucky"	"21"	"Malignant neoplasms"	"C00-C97"	"Black or African American"	"2054-5"	"2016"	"2016"	233	229942	101.330
	"Kentucky"	"21"	"Malignant neoplasms"	"C00-C97"	"White"	"2106-3"	"1999"	"1999"	2628	2204222	119.226
	"Kentucky"	"21"	"Malignant neoplasms"	"C00-C97"	"White"	"2106-3"	"2000"	"2000"	2684	2220370	120.881
	"Kentucky"	"21"	"Malignant neoplasms"	"C00-C97"	"White"	"2106-3"	"2001"	"2001"	2823	2242222	125.902
	"Kentucky"	"21"	"Malignant neoplasms"	"C00-C97"	"White"	"2106-3"	"2002"	"2002"	2863	2257769	126.807
	"Kentucky"	"21"	"Malignant neoplasms"	"C00-C97"	"White"	"2106-3"	"2003"	"2003"	2785	2272831	122.534
	"Kentucky"	"21"	"Malignant neoplasms"	"C00-C97"	"White"	"2106-3"	"2004"	"2004"	2752	2288863	120.234
	"Kentucky"	"21"	"Malignant neoplasms"	"C00-C97"	"White"	"2106-3"	"2005"	"2005"	2836	2305360	123.018
	"Kentucky"	"21"	"Malignant neoplasms"	"C00-C97"	"White"	"2106-3"	"2006"	"2006"	2760	2320176	118.956
	"Kentucky"	"21"	"Malignant neoplasms"	"C00-C97"	"White"	"2106-3"	"2007"	"2007"	2914	2334535	124.821
	"Kentucky"	"21"	"Malignant neoplasms"	"C00-C97"	"White"	"2106-3"	"2008"	"2008"	2918	2342007	124.594
	"Kentucky"	"21"	"Malignant neoplasms"	"C00-C97"	"White"	"2106-3"	"2009"	"2009"	3092	2351041	131.516
	"Kentucky"	"21"	"Malignant neoplasms"	"C00-C97"	"White"	"2106-3"	"2010"	"2010"	3065	2359246	129.914
	"Kentucky"	"21"	"Malignant neoplasms"	"C00-C97"	"White"	"2106-3"	"2011"	"2011"	3003	2375083	126.438
	"Kentucky"	"21"	"Malignant neoplasms"	"C00-C97"	"White"	"2106-3"	"2012"	"2012"	3142	2367209	132.730
	"Kentucky"	"21"	"Malignant neoplasms"	"C00-C97"	"White"	"2106-3"	"2013"	"2013"	3017	2360672	127.803
	"Kentucky"	"21"	"Malignant neoplasms"	"C00-C97"	"White"	"2106-3"	"2014"	"2014"	3073	2352557	130.624
	"Kentucky"	"21"	"Malignant neoplasms"	"C00-C97"	"White"	"2106-3"	"2015"	"2015"	3086	2344301	131.638
	"Kentucky"	"21"	"Malignant neoplasms"	"C00-C97"	"White"	"2106-3"	"2016"	"2016"	2991	2335397	128.072
	"Kentucky"	"21"	"Neoplasms of uncertain or unknown behaviour"	"D37-D48"	"White"	"2106-3"	"1999"	"1999"	40	2204222	1.815
	"Kentucky"	"21"	"Neoplasms of uncertain or unknown behaviour"	"D37-D48"	"White"	"2106-3"	"2000"	"2000"	39	2220370	1.756
	"Kentucky"	"21"	"Neoplasms of uncertain or unknown behaviour"	"D37-D48"	"White"	"2106-3"	"2001"	"2001"	39	2242222	1.739
	"Kentucky"	"21"	"Neoplasms of uncertain or unknown behaviour"	"D37-D48"	"White"	"2106-3"	"2002"	"2002"	24	2257769	1.063
	"Kentucky"	"21"	"Neoplasms of uncertain or unknown behaviour"	"D37-D48"	"White"	"2106-3"	"2003"	"2003"	34	2272831	1.496
	"Kentucky"	"21"	"Neoplasms of uncertain or unknown behaviour"	"D37-D48"	"White"	"2106-3"	"2004"	"2004"	41	2288863	1.791
	"Kentucky"	"21"	"Neoplasms of uncertain or unknown behaviour"	"D37-D48"	"White"	"2106-3"	"2005"	"2005"	28	2305360	1.215
	"Kentucky"	"21"	"Neoplasms of uncertain or unknown behaviour"	"D37-D48"	"White"	"2106-3"	"2006"	"2006"	32	2320176	1.379
	"Kentucky"	"21"	"Neoplasms of uncertain or unknown behaviour"	"D37-D48"	"White"	"2106-3"	"2007"	"2007"	39	2334535	1.671
	"Kentucky"	"21"	"Neoplasms of uncertain or unknown behaviour"	"D37-D48"	"White"	"2106-3"	"2008"	"2008"	30	2342007	1.281
	"Kentucky"	"21"	"Neoplasms of uncertain or unknown behaviour"	"D37-D48"	"White"	"2106-3"	"2009"	"2009"	42	2351041	1.786
	"Kentucky"	"21"	"Neoplasms of uncertain or unknown behaviour"	"D37-D48"	"White"	"2106-3"	"2010"	"2010"	37	2359246	1.568
	"Kentucky"	"21"	"Neoplasms of uncertain or unknown behaviour"	"D37-D48"	"White"	"2106-3"	"2011"	"2011"	40	2375083	1.684
	"Kentucky"	"21"	"Neoplasms of uncertain or unknown behaviour"	"D37-D48"	"White"	"2106-3"	"2012"	"2012"	30	2367209	1.267
	"Kentucky"	"21"	"Neoplasms of uncertain or unknown behaviour"	"D37-D48"	"White"	"2106-3"	"2013"	"2013"	41	2360672	1.737
	"Kentucky"	"21"	"Neoplasms of uncertain or unknown behaviour"	"D37-D48"	"White"	"2106-3"	"2014"	"2014"	41	2352557	1.743
	"Kentucky"	"21"	"Neoplasms of uncertain or unknown behaviour"	"D37-D48"	"White"	"2106-3"	"2015"	"2015"	45	2344301	1.920
	"Kentucky"	"21"	"Neoplasms of uncertain or unknown behaviour"	"D37-D48"	"White"	"2106-3"	"2016"	"2016"	35	2335397	1.499
	"Kentucky"	"21"	"Aplastic and other anaemias"	"D60-D64"	"White"	"2106-3"	"2011"	"2011"	12	2375083	0.505 (Unreliable)
	"Kentucky"	"21"	"Aplastic and other anaemias"	"D60-D64"	"White"	"2106-3"	"2012"	"2012"	13	2367209	0.549 (Unreliable)
	"Kentucky"	"21"	"Aplastic and other anaemias"	"D60-D64"	"White"	"2106-3"	"2014"	"2014"	12	2352557	0.510 (Unreliable)
	"Kentucky"	"21"	"Aplastic and other anaemias"	"D60-D64"	"White"	"2106-3"	"2015"	"2015"	14	2344301	0.597 (Unreliable)
	"Kentucky"	"21"	"Coagulation defects, purpura and other haemorrhagic conditions"	"D65-D69"	"White"	"2106-3"	"2000"	"2000"	13	2220370	0.585 (Unreliable)
	"Kentucky"	"21"	"Coagulation defects, purpura and other haemorrhagic conditions"	"D65-D69"	"White"	"2106-3"	"2001"	"2001"	11	2242222	0.491 (Unreliable)
	"Kentucky"	"21"	"Coagulation defects, purpura and other haemorrhagic conditions"	"D65-D69"	"White"	"2106-3"	"2003"	"2003"	11	2272831	0.484 (Unreliable)
	"Kentucky"	"21"	"Coagulation defects, purpura and other haemorrhagic conditions"	"D65-D69"	"White"	"2106-3"	"2005"	"2005"	15	2305360	0.651 (Unreliable)
	"Kentucky"	"21"	"Coagulation defects, purpura and other haemorrhagic conditions"	"D65-D69"	"White"	"2106-3"	"2006"	"2006"	12	2320176	0.517 (Unreliable)
	"Kentucky"	"21"	"Coagulation defects, purpura and other haemorrhagic conditions"	"D65-D69"	"White"	"2106-3"	"2007"	"2007"	19	2334535	0.814 (Unreliable)
	"Kentucky"	"21"	"Coagulation defects, purpura and other haemorrhagic conditions"	"D65-D69"	"White"	"2106-3"	"2008"	"2008"	13	2342007	0.555 (Unreliable)
	"Kentucky"	"21"	"Coagulation defects, purpura and other haemorrhagic conditions"	"D65-D69"	"White"	"2106-3"	"2009"	"2009"	19	2351041	0.808 (Unreliable)
	"Kentucky"	"21"	"Coagulation defects, purpura and other haemorrhagic conditions"	"D65-D69"	"White"	"2106-3"	"2010"	"2010"	14	2359246	0.593 (Unreliable)
	"Kentucky"	"21"	"Coagulation defects, purpura and other haemorrhagic conditions"	"D65-D69"	"White"	"2106-3"	"2011"	"2011"	16	2375083	0.674 (Unreliable)
	"Kentucky"	"21"	"Coagulation defects, purpura and other haemorrhagic conditions"	"D65-D69"	"White"	"2106-3"	"2012"	"2012"	14	2367209	0.591 (Unreliable)
	"Kentucky"	"21"	"Coagulation defects, purpura and other haemorrhagic conditions"	"D65-D69"	"White"	"2106-3"	"2013"	"2013"	13	2360672	0.551 (Unreliable)
