"Notes"	"State"	"State Code"	"ICD Sub-Chapter"	"ICD Sub-Chapter Code"	"Race"	"Race Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	"Viral hepatitis"	"B15-B19"	"Black or African American"	"2054-5"	"2009"	"2009"	18	746652	2.411 (Unreliable)
	"Alabama"	"01"	"Viral hepatitis"	"B15-B19"	"Black or African American"	"2054-5"	"2010"	"2010"	17	754366	2.254 (Unreliable)
	"Alabama"	"01"	"Viral hepatitis"	"B15-B19"	"Black or African American"	"2054-5"	"2011"	"2011"	17	767513	2.215 (Unreliable)
	"Alabama"	"01"	"Viral hepatitis"	"B15-B19"	"Black or African American"	"2054-5"	"2012"	"2012"	24	776584	3.090
	"Alabama"	"01"	"Viral hepatitis"	"B15-B19"	"Black or African American"	"2054-5"	"2013"	"2013"	15	785411	1.910 (Unreliable)
	"Alabama"	"01"	"Viral hepatitis"	"B15-B19"	"Black or African American"	"2054-5"	"2014"	"2014"	25	791075	3.160
	"Alabama"	"01"	"Viral hepatitis"	"B15-B19"	"Black or African American"	"2054-5"	"2015"	"2015"	15	794639	1.888 (Unreliable)
	"Alabama"	"01"	"Viral hepatitis"	"B15-B19"	"Black or African American"	"2054-5"	"2016"	"2016"	11	795149	1.383 (Unreliable)
	"Alabama"	"01"	"Viral hepatitis"	"B15-B19"	"White"	"2106-3"	"1999"	"1999"	37	1920671	1.926
	"Alabama"	"01"	"Viral hepatitis"	"B15-B19"	"White"	"2106-3"	"2000"	"2000"	40	1923701	2.079
	"Alabama"	"01"	"Viral hepatitis"	"B15-B19"	"White"	"2106-3"	"2001"	"2001"	48	1933268	2.483
	"Alabama"	"01"	"Viral hepatitis"	"B15-B19"	"White"	"2106-3"	"2002"	"2002"	42	1938795	2.166
	"Alabama"	"01"	"Viral hepatitis"	"B15-B19"	"White"	"2106-3"	"2003"	"2003"	51	1946707	2.620
	"Alabama"	"01"	"Viral hepatitis"	"B15-B19"	"White"	"2106-3"	"2004"	"2004"	47	1955820	2.403
	"Alabama"	"01"	"Viral hepatitis"	"B15-B19"	"White"	"2106-3"	"2005"	"2005"	62	1968476	3.150
	"Alabama"	"01"	"Viral hepatitis"	"B15-B19"	"White"	"2106-3"	"2006"	"2006"	58	1987640	2.918
	"Alabama"	"01"	"Viral hepatitis"	"B15-B19"	"White"	"2106-3"	"2007"	"2007"	70	2000591	3.499
	"Alabama"	"01"	"Viral hepatitis"	"B15-B19"	"White"	"2106-3"	"2008"	"2008"	71	2008947	3.534
	"Alabama"	"01"	"Viral hepatitis"	"B15-B19"	"White"	"2106-3"	"2009"	"2009"	71	2020305	3.514
	"Alabama"	"01"	"Viral hepatitis"	"B15-B19"	"White"	"2106-3"	"2010"	"2010"	68	2026603	3.355
	"Alabama"	"01"	"Viral hepatitis"	"B15-B19"	"White"	"2106-3"	"2011"	"2011"	64	2034698	3.145
	"Alabama"	"01"	"Viral hepatitis"	"B15-B19"	"White"	"2106-3"	"2012"	"2012"	61	2024401	3.013
	"Alabama"	"01"	"Viral hepatitis"	"B15-B19"	"White"	"2106-3"	"2013"	"2013"	76	2016119	3.770
	"Alabama"	"01"	"Viral hepatitis"	"B15-B19"	"White"	"2106-3"	"2014"	"2014"	87	2006701	4.335
	"Alabama"	"01"	"Viral hepatitis"	"B15-B19"	"White"	"2106-3"	"2015"	"2015"	61	1996040	3.056
	"Alabama"	"01"	"Viral hepatitis"	"B15-B19"	"White"	"2106-3"	"2016"	"2016"	40	1986491	2.014
	"Alabama"	"01"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"Black or African American"	"2054-5"	"1999"	"1999"	128	640334	19.990
	"Alabama"	"01"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"Black or African American"	"2054-5"	"2000"	"2000"	145	647479	22.395
	"Alabama"	"01"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"Black or African American"	"2054-5"	"2001"	"2001"	161	658989	24.431
	"Alabama"	"01"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"Black or African American"	"2054-5"	"2002"	"2002"	137	666955	20.541
	"Alabama"	"01"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"Black or African American"	"2054-5"	"2003"	"2003"	131	676958	19.351
	"Alabama"	"01"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"Black or African American"	"2054-5"	"2004"	"2004"	142	686474	20.685
	"Alabama"	"01"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"Black or African American"	"2054-5"	"2005"	"2005"	123	698016	17.621
	"Alabama"	"01"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"Black or African American"	"2054-5"	"2006"	"2006"	140	713322	19.626
	"Alabama"	"01"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"Black or African American"	"2054-5"	"2007"	"2007"	133	724592	18.355
	"Alabama"	"01"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"Black or African American"	"2054-5"	"2008"	"2008"	127	735820	17.260
	"Alabama"	"01"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"Black or African American"	"2054-5"	"2009"	"2009"	113	746652	15.134
	"Alabama"	"01"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"Black or African American"	"2054-5"	"2010"	"2010"	104	754366	13.786
	"Alabama"	"01"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"Black or African American"	"2054-5"	"2011"	"2011"	89	767513	11.596
	"Alabama"	"01"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"Black or African American"	"2054-5"	"2012"	"2012"	91	776584	11.718
	"Alabama"	"01"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"Black or African American"	"2054-5"	"2013"	"2013"	85	785411	10.822
	"Alabama"	"01"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"Black or African American"	"2054-5"	"2014"	"2014"	74	791075	9.354
	"Alabama"	"01"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"Black or African American"	"2054-5"	"2015"	"2015"	84	794639	10.571
	"Alabama"	"01"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"Black or African American"	"2054-5"	"2016"	"2016"	61	795149	7.672
	"Alabama"	"01"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"White"	"2106-3"	"1999"	"1999"	42	1920671	2.187
	"Alabama"	"01"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"White"	"2106-3"	"2000"	"2000"	50	1923701	2.599
	"Alabama"	"01"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"White"	"2106-3"	"2001"	"2001"	48	1933268	2.483
	"Alabama"	"01"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"White"	"2106-3"	"2002"	"2002"	49	1938795	2.527
	"Alabama"	"01"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"White"	"2106-3"	"2003"	"2003"	47	1946707	2.414
	"Alabama"	"01"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"White"	"2106-3"	"2004"	"2004"	55	1955820	2.812
	"Alabama"	"01"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"White"	"2106-3"	"2005"	"2005"	45	1968476	2.286
	"Alabama"	"01"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"White"	"2106-3"	"2006"	"2006"	42	1987640	2.113
	"Alabama"	"01"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"White"	"2106-3"	"2007"	"2007"	45	2000591	2.249
	"Alabama"	"01"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"White"	"2106-3"	"2008"	"2008"	46	2008947	2.290
	"Alabama"	"01"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"White"	"2106-3"	"2009"	"2009"	41	2020305	2.029
	"Alabama"	"01"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"White"	"2106-3"	"2010"	"2010"	37	2026603	1.826
	"Alabama"	"01"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"White"	"2106-3"	"2011"	"2011"	31	2034698	1.524
	"Alabama"	"01"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"White"	"2106-3"	"2012"	"2012"	42	2024401	2.075
	"Alabama"	"01"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"White"	"2106-3"	"2013"	"2013"	30	2016119	1.488
	"Alabama"	"01"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"White"	"2106-3"	"2014"	"2014"	43	2006701	2.143
	"Alabama"	"01"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"White"	"2106-3"	"2015"	"2015"	23	1996040	1.152
	"Alabama"	"01"	"Human immunodeficiency virus [HIV] disease"	"B20-B24"	"White"	"2106-3"	"2016"	"2016"	27	1986491	1.359
	"Alabama"	"01"	"Mycoses"	"B35-B49"	"Black or African American"	"2054-5"	"1999"	"1999"	10	640334	1.562 (Unreliable)
	"Alabama"	"01"	"Mycoses"	"B35-B49"	"White"	"2106-3"	"2003"	"2003"	10	1946707	0.514 (Unreliable)
	"Alabama"	"01"	"Mycoses"	"B35-B49"	"White"	"2106-3"	"2009"	"2009"	12	2020305	0.594 (Unreliable)
	"Alabama"	"01"	"Mycoses"	"B35-B49"	"White"	"2106-3"	"2016"	"2016"	10	1986491	0.503 (Unreliable)
	"Alabama"	"01"	"Sequelae of infectious and parasitic diseases"	"B90-B94"	"White"	"2106-3"	"1999"	"1999"	11	1920671	0.573 (Unreliable)
	"Alabama"	"01"	"Sequelae of infectious and parasitic diseases"	"B90-B94"	"White"	"2106-3"	"2003"	"2003"	10	1946707	0.514 (Unreliable)
	"Alabama"	"01"	"Sequelae of infectious and parasitic diseases"	"B90-B94"	"White"	"2106-3"	"2004"	"2004"	11	1955820	0.562 (Unreliable)
	"Alabama"	"01"	"Sequelae of infectious and parasitic diseases"	"B90-B94"	"White"	"2106-3"	"2005"	"2005"	16	1968476	0.813 (Unreliable)
	"Alabama"	"01"	"Malignant neoplasms"	"C00-C97"	"American Indian or Alaska Native"	"1002-5"	"2005"	"2005"	10	19240	51.975 (Unreliable)
	"Alabama"	"01"	"Malignant neoplasms"	"C00-C97"	"American Indian or Alaska Native"	"1002-5"	"2008"	"2008"	11	21188	51.916 (Unreliable)
	"Alabama"	"01"	"Malignant neoplasms"	"C00-C97"	"American Indian or Alaska Native"	"1002-5"	"2013"	"2013"	10	22634	44.181 (Unreliable)
	"Alabama"	"01"	"Malignant neoplasms"	"C00-C97"	"American Indian or Alaska Native"	"1002-5"	"2015"	"2015"	15	22886	65.542 (Unreliable)
	"Alabama"	"01"	"Malignant neoplasms"	"C00-C97"	"Asian or Pacific Islander"	"A-PI"	"2003"	"2003"	12	29021	41.349 (Unreliable)
	"Alabama"	"01"	"Malignant neoplasms"	"C00-C97"	"Asian or Pacific Islander"	"A-PI"	"2004"	"2004"	16	31275	51.159 (Unreliable)
	"Alabama"	"01"	"Malignant neoplasms"	"C00-C97"	"Asian or Pacific Islander"	"A-PI"	"2005"	"2005"	12	33299	36.037 (Unreliable)
	"Alabama"	"01"	"Malignant neoplasms"	"C00-C97"	"Asian or Pacific Islander"	"A-PI"	"2006"	"2006"	19	35300	53.824 (Unreliable)
	"Alabama"	"01"	"Malignant neoplasms"	"C00-C97"	"Asian or Pacific Islander"	"A-PI"	"2008"	"2008"	11	38700	28.424 (Unreliable)
	"Alabama"	"01"	"Malignant neoplasms"	"C00-C97"	"Asian or Pacific Islander"	"A-PI"	"2009"	"2009"	19	41211	46.104 (Unreliable)
	"Alabama"	"01"	"Malignant neoplasms"	"C00-C97"	"Asian or Pacific Islander"	"A-PI"	"2010"	"2010"	19	42357	44.857 (Unreliable)
	"Alabama"	"01"	"Malignant neoplasms"	"C00-C97"	"Asian or Pacific Islander"	"A-PI"	"2011"	"2011"	16	43870	36.471 (Unreliable)
	"Alabama"	"01"	"Malignant neoplasms"	"C00-C97"	"Asian or Pacific Islander"	"A-PI"	"2012"	"2012"	11	45536	24.157 (Unreliable)
	"Alabama"	"01"	"Malignant neoplasms"	"C00-C97"	"Asian or Pacific Islander"	"A-PI"	"2013"	"2013"	10	46751	21.390 (Unreliable)
	"Alabama"	"01"	"Malignant neoplasms"	"C00-C97"	"Asian or Pacific Islander"	"A-PI"	"2015"	"2015"	11	49662	22.150 (Unreliable)
	"Alabama"	"01"	"Malignant neoplasms"	"C00-C97"	"Asian or Pacific Islander"	"A-PI"	"2016"	"2016"	18	51046	35.262 (Unreliable)
	"Alabama"	"01"	"Malignant neoplasms"	"C00-C97"	"Black or African American"	"2054-5"	"1999"	"1999"	819	640334	127.902
	"Alabama"	"01"	"Malignant neoplasms"	"C00-C97"	"Black or African American"	"2054-5"	"2000"	"2000"	780	647479	120.467
	"Alabama"	"01"	"Malignant neoplasms"	"C00-C97"	"Black or African American"	"2054-5"	"2001"	"2001"	853	658989	129.441
	"Alabama"	"01"	"Malignant neoplasms"	"C00-C97"	"Black or African American"	"2054-5"	"2002"	"2002"	824	666955	123.547
	"Alabama"	"01"	"Malignant neoplasms"	"C00-C97"	"Black or African American"	"2054-5"	"2003"	"2003"	858	676958	126.743
	"Alabama"	"01"	"Malignant neoplasms"	"C00-C97"	"Black or African American"	"2054-5"	"2004"	"2004"	803	686474	116.975
	"Alabama"	"01"	"Malignant neoplasms"	"C00-C97"	"Black or African American"	"2054-5"	"2005"	"2005"	910	698016	130.370
	"Alabama"	"01"	"Malignant neoplasms"	"C00-C97"	"Black or African American"	"2054-5"	"2006"	"2006"	932	713322	130.656
	"Alabama"	"01"	"Malignant neoplasms"	"C00-C97"	"Black or African American"	"2054-5"	"2007"	"2007"	970	724592	133.868
	"Alabama"	"01"	"Malignant neoplasms"	"C00-C97"	"Black or African American"	"2054-5"	"2008"	"2008"	959	735820	130.331
	"Alabama"	"01"	"Malignant neoplasms"	"C00-C97"	"Black or African American"	"2054-5"	"2009"	"2009"	1000	746652	133.931
	"Alabama"	"01"	"Malignant neoplasms"	"C00-C97"	"Black or African American"	"2054-5"	"2010"	"2010"	987	754366	130.838
	"Alabama"	"01"	"Malignant neoplasms"	"C00-C97"	"Black or African American"	"2054-5"	"2011"	"2011"	990	767513	128.988
	"Alabama"	"01"	"Malignant neoplasms"	"C00-C97"	"Black or African American"	"2054-5"	"2012"	"2012"	1033	776584	133.018
	"Alabama"	"01"	"Malignant neoplasms"	"C00-C97"	"Black or African American"	"2054-5"	"2013"	"2013"	1030	785411	131.142
	"Alabama"	"01"	"Malignant neoplasms"	"C00-C97"	"Black or African American"	"2054-5"	"2014"	"2014"	950	791075	120.090
	"Alabama"	"01"	"Malignant neoplasms"	"C00-C97"	"Black or African American"	"2054-5"	"2015"	"2015"	993	794639	124.962
	"Alabama"	"01"	"Malignant neoplasms"	"C00-C97"	"Black or African American"	"2054-5"	"2016"	"2016"	936	795149	117.714
	"Alabama"	"01"	"Malignant neoplasms"	"C00-C97"	"White"	"2106-3"	"1999"	"1999"	2079	1920671	108.243
	"Alabama"	"01"	"Malignant neoplasms"	"C00-C97"	"White"	"2106-3"	"2000"	"2000"	2219	1923701	115.351
	"Alabama"	"01"	"Malignant neoplasms"	"C00-C97"	"White"	"2106-3"	"2001"	"2001"	2140	1933268	110.693
	"Alabama"	"01"	"Malignant neoplasms"	"C00-C97"	"White"	"2106-3"	"2002"	"2002"	2201	1938795	113.524
	"Alabama"	"01"	"Malignant neoplasms"	"C00-C97"	"White"	"2106-3"	"2003"	"2003"	2233	1946707	114.707
	"Alabama"	"01"	"Malignant neoplasms"	"C00-C97"	"White"	"2106-3"	"2004"	"2004"	2368	1955820	121.075
	"Alabama"	"01"	"Malignant neoplasms"	"C00-C97"	"White"	"2106-3"	"2005"	"2005"	2287	1968476	116.181
	"Alabama"	"01"	"Malignant neoplasms"	"C00-C97"	"White"	"2106-3"	"2006"	"2006"	2349	1987640	118.180
	"Alabama"	"01"	"Malignant neoplasms"	"C00-C97"	"White"	"2106-3"	"2007"	"2007"	2333	2000591	116.616
	"Alabama"	"01"	"Malignant neoplasms"	"C00-C97"	"White"	"2106-3"	"2008"	"2008"	2445	2008947	121.706
	"Alabama"	"01"	"Malignant neoplasms"	"C00-C97"	"White"	"2106-3"	"2009"	"2009"	2419	2020305	119.734
	"Alabama"	"01"	"Malignant neoplasms"	"C00-C97"	"White"	"2106-3"	"2010"	"2010"	2379	2026603	117.389
	"Alabama"	"01"	"Malignant neoplasms"	"C00-C97"	"White"	"2106-3"	"2011"	"2011"	2488	2034698	122.279
	"Alabama"	"01"	"Malignant neoplasms"	"C00-C97"	"White"	"2106-3"	"2012"	"2012"	2423	2024401	119.690
	"Alabama"	"01"	"Malignant neoplasms"	"C00-C97"	"White"	"2106-3"	"2013"	"2013"	2318	2016119	114.973
	"Alabama"	"01"	"Malignant neoplasms"	"C00-C97"	"White"	"2106-3"	"2014"	"2014"	2363	2006701	117.755
	"Alabama"	"01"	"Malignant neoplasms"	"C00-C97"	"White"	"2106-3"	"2015"	"2015"	2331	1996040	116.781
	"Alabama"	"01"	"Malignant neoplasms"	"C00-C97"	"White"	"2106-3"	"2016"	"2016"	2348	1986491	118.198
	"Alabama"	"01"	"Neoplasms of uncertain or unknown behaviour"	"D37-D48"	"Black or African American"	"2054-5"	"1999"	"1999"	10	640334	1.562 (Unreliable)
	"Alabama"	"01"	"Neoplasms of uncertain or unknown behaviour"	"D37-D48"	"Black or African American"	"2054-5"	"2001"	"2001"	15	658989	2.276 (Unreliable)
	"Alabama"	"01"	"Neoplasms of uncertain or unknown behaviour"	"D37-D48"	"Black or African American"	"2054-5"	"2002"	"2002"	11	666955	1.649 (Unreliable)
	"Alabama"	"01"	"Neoplasms of uncertain or unknown behaviour"	"D37-D48"	"Black or African American"	"2054-5"	"2006"	"2006"	12	713322	1.682 (Unreliable)
	"Alabama"	"01"	"Neoplasms of uncertain or unknown behaviour"	"D37-D48"	"Black or African American"	"2054-5"	"2008"	"2008"	16	735820	2.174 (Unreliable)
	"Alabama"	"01"	"Neoplasms of uncertain or unknown behaviour"	"D37-D48"	"Black or African American"	"2054-5"	"2009"	"2009"	11	746652	1.473 (Unreliable)
	"Alabama"	"01"	"Neoplasms of uncertain or unknown behaviour"	"D37-D48"	"Black or African American"	"2054-5"	"2010"	"2010"	16	754366	2.121 (Unreliable)
	"Alabama"	"01"	"Neoplasms of uncertain or unknown behaviour"	"D37-D48"	"Black or African American"	"2054-5"	"2011"	"2011"	13	767513	1.694 (Unreliable)
	"Alabama"	"01"	"Neoplasms of uncertain or unknown behaviour"	"D37-D48"	"Black or African American"	"2054-5"	"2013"	"2013"	12	785411	1.528 (Unreliable)
	"Alabama"	"01"	"Neoplasms of uncertain or unknown behaviour"	"D37-D48"	"Black or African American"	"2054-5"	"2014"	"2014"	17	791075	2.149 (Unreliable)
	"Alabama"	"01"	"Neoplasms of uncertain or unknown behaviour"	"D37-D48"	"Black or African American"	"2054-5"	"2015"	"2015"	10	794639	1.258 (Unreliable)
	"Alabama"	"01"	"Neoplasms of uncertain or unknown behaviour"	"D37-D48"	"Black or African American"	"2054-5"	"2016"	"2016"	14	795149	1.761 (Unreliable)
	"Alabama"	"01"	"Neoplasms of uncertain or unknown behaviour"	"D37-D48"	"White"	"2106-3"	"1999"	"1999"	42	1920671	2.187
	"Alabama"	"01"	"Neoplasms of uncertain or unknown behaviour"	"D37-D48"	"White"	"2106-3"	"2000"	"2000"	28	1923701	1.456
	"Alabama"	"01"	"Neoplasms of uncertain or unknown behaviour"	"D37-D48"	"White"	"2106-3"	"2001"	"2001"	33	1933268	1.707
	"Alabama"	"01"	"Neoplasms of uncertain or unknown behaviour"	"D37-D48"	"White"	"2106-3"	"2002"	"2002"	36	1938795	1.857
	"Alabama"	"01"	"Neoplasms of uncertain or unknown behaviour"	"D37-D48"	"White"	"2106-3"	"2003"	"2003"	32	1946707	1.644
	"Alabama"	"01"	"Neoplasms of uncertain or unknown behaviour"	"D37-D48"	"White"	"2106-3"	"2004"	"2004"	42	1955820	2.147
	"Alabama"	"01"	"Neoplasms of uncertain or unknown behaviour"	"D37-D48"	"White"	"2106-3"	"2005"	"2005"	41	1968476	2.083
	"Alabama"	"01"	"Neoplasms of uncertain or unknown behaviour"	"D37-D48"	"White"	"2106-3"	"2006"	"2006"	29	1987640	1.459
	"Alabama"	"01"	"Neoplasms of uncertain or unknown behaviour"	"D37-D48"	"White"	"2106-3"	"2007"	"2007"	34	2000591	1.699
	"Alabama"	"01"	"Neoplasms of uncertain or unknown behaviour"	"D37-D48"	"White"	"2106-3"	"2008"	"2008"	41	2008947	2.041
